Date,Open,High,Low,Close,Adj Close,Volume
2017-01-03,167.000000,167.869995,166.009995,167.190002,137.772202,2934300
2017-01-04,167.770004,169.869995,167.360001,169.259995,139.477921,3381400
2017-01-05,169.250000,169.389999,167.259995,168.699997,139.016464,2682300
2017-01-06,168.690002,169.919998,167.520004,169.529999,139.700455,2945500
2017-01-09,169.470001,169.800003,167.619995,167.649994,138.151245,3189900
2017-01-10,167.979996,168.089996,165.339996,165.520004,136.396057,4118700
2017-01-11,166.050003,167.759995,165.600006,167.750000,138.233643,3599500
2017-01-12,167.770004,168.009995,165.559998,167.949997,138.398453,2927500
2017-01-13,167.970001,168.479996,166.880005,167.339996,137.895767,2875400
2017-01-17,166.690002,168.179993,166.119995,167.889999,138.348999,3315700
2017-01-18,167.449997,168.589996,166.690002,166.800003,137.450790,4007800
2017-01-19,166.960007,167.449997,165.800003,166.809998,137.459061,6963400
2017-01-20,167.809998,170.639999,166.000000,170.550003,140.540970,12690000
2017-01-23,170.080002,171.250000,170.009995,171.029999,140.936508,5478200
2017-01-24,171.360001,176.000000,171.160004,175.899994,144.949631,6952400
2017-01-25,176.259995,179.250000,176.130005,178.289993,146.919067,5922500
2017-01-26,178.059998,178.880005,177.509995,178.660004,147.223999,3063900
2017-01-27,178.470001,179.199997,177.300003,177.300003,146.103317,3482300
2017-01-30,176.979996,177.070007,174.580002,175.800003,144.867233,4094800
2017-01-31,175.050003,175.580002,173.610001,174.520004,143.812454,4139000
2017-02-01,175.000000,175.699997,172.889999,174.289993,143.622894,2795700
2017-02-02,174.229996,174.970001,173.550003,174.580002,143.861877,2620500
2017-02-03,175.000000,176.339996,174.889999,175.820007,144.883682,3309300
2017-02-06,175.309998,175.979996,174.380005,175.860001,144.916672,2650800
2017-02-07,176.000000,178.619995,175.899994,178.460007,147.059189,3873500
2017-02-08,177.500000,177.500000,175.880005,176.169998,146.319977,2913100
2017-02-09,176.169998,177.800003,175.910004,177.210007,147.183762,3090700
2017-02-10,177.369995,178.869995,176.759995,178.679993,148.404678,2930700
2017-02-13,179.240005,179.899994,178.839996,179.360001,148.969467,3093400
2017-02-14,178.570007,180.130005,178.350006,180.130005,149.609039,2776500
2017-02-15,180.199997,181.919998,179.809998,181.679993,150.896378,2914300
2017-02-16,181.449997,182.789993,180.869995,181.429993,150.688736,3251500
2017-02-17,181.250000,181.570007,180.000000,180.669998,150.057480,3552500
2017-02-21,180.600006,180.789993,179.119995,180.259995,149.716980,4480300
2017-02-22,180.089996,181.339996,180.089996,181.149994,150.456192,3020500
2017-02-23,182.000000,182.500000,180.919998,181.649994,150.871475,2282500
2017-02-24,180.210007,181.490005,179.889999,181.350006,150.622284,3300100
2017-02-27,181.190002,181.250000,179.279999,179.399994,149.002686,3691300
2017-02-28,179.380005,180.630005,179.350006,179.820007,149.351547,3273400
2017-03-01,180.479996,182.550003,180.029999,181.949997,151.120636,3005600
2017-03-02,181.880005,181.880005,180.429993,180.529999,149.941223,2918200
2017-03-03,180.529999,181.320007,179.759995,180.050003,149.542572,1822000
2017-03-06,179.720001,180.990005,179.570007,180.470001,149.891403,3204400
2017-03-07,180.710007,181.289993,180.199997,180.380005,149.816650,2980500
