Date,Open,High,Low,Close,Adj Close,Volume
2017-01-03,83.879997,84.389999,83.500000,84.199997,74.411263,8792700
2017-01-04,84.449997,84.599998,84.239998,84.500000,74.676392,8096700
2017-01-05,84.410004,85.430000,84.379997,85.059998,75.171272,6852400
2017-01-06,84.940002,85.250000,84.620003,85.029999,75.144768,4799900
2017-01-09,84.059998,84.660004,83.750000,84.400002,74.588020,11000600
2017-01-10,84.339996,84.430000,83.239998,83.489998,73.783783,10918200
2017-01-11,83.389999,83.750000,83.279999,83.750000,74.013573,9572300
2017-01-12,83.709999,83.879997,83.370003,83.839996,74.093109,6545400
2017-01-13,83.849998,84.019997,83.440002,84.010002,74.243347,6762800
2017-01-17,83.900002,85.580002,83.879997,85.209999,75.303848,13145100
2017-01-18,84.800003,85.300003,84.589996,84.930000,75.651245,10520400
2017-01-19,84.629997,85.000000,84.279999,84.699997,75.446373,14074500
2017-01-20,86.889999,87.980003,86.419998,87.449997,77.895920,22944400
2017-01-23,87.089996,87.349998,86.849998,86.959999,77.459450,9408900
2017-01-24,87.220001,87.949997,87.220001,87.860001,78.261131,8704700
2017-01-25,87.839996,87.900002,87.059998,87.160004,77.637604,8082900
2017-01-26,87.120003,87.230003,86.589996,86.599998,77.138779,6542300
2017-01-27,86.449997,86.849998,86.019997,86.720001,77.245674,9332300
2017-01-30,86.779999,86.860001,86.500000,86.750000,77.272392,7350000
2017-01-31,86.629997,87.660004,86.529999,87.599998,78.029526,9712400
2017-02-01,87.029999,87.589996,86.750000,87.330002,77.789040,8291000
2017-02-02,87.610001,88.349998,87.250000,87.760002,78.172058,8997200
2017-02-03,88.120003,88.169998,87.389999,87.410004,77.860291,7161900
2017-02-06,87.500000,87.790001,87.129997,87.400002,77.851395,7483000
2017-02-07,87.639999,88.279999,87.480003,88.010002,78.394737,6646100
2017-02-08,88.070000,88.339996,87.809998,88.330002,78.679771,6815800
2017-02-09,88.330002,88.779999,88.029999,88.669998,78.982628,9914100
2017-02-10,88.559998,88.730003,87.970001,87.970001,78.359108,11057600
2017-02-13,88.040001,88.360001,87.639999,88.309998,78.661964,6905100
2017-02-14,88.000000,88.220001,87.230003,87.860001,78.261131,20123400
2017-02-15,89.809998,91.150002,89.809998,91.120003,81.164970,25847700
2017-02-16,90.919998,91.120003,90.540001,90.790001,80.871017,12408500
2017-02-17,90.610001,91.360001,90.449997,91.089996,81.138237,12152400
2017-02-21,90.580002,91.800003,90.580002,91.669998,81.654892,9018700
2017-02-22,91.449997,91.800003,91.250000,91.440002,81.450005,6749900
2017-02-23,91.610001,91.800003,90.910004,91.129997,81.173882,7611600
2017-02-24,90.970001,91.339996,90.669998,91.050003,81.102615,6643400
2017-02-27,90.529999,90.910004,90.059998,90.889999,80.960098,11840300
2017-02-28,90.900002,91.790001,90.650002,91.070000,81.120430,10535600
2017-03-01,91.050003,91.889999,90.709999,91.660004,81.645973,8792200
2017-03-02,91.400002,91.589996,90.879997,90.910004,80.977928,7031200
2017-03-03,90.910004,90.910004,89.889999,90.500000,80.612709,8334900
2017-03-06,89.889999,90.510002,89.589996,90.370003,80.496910,9533800
2017-03-07,90.139999,90.489998,90.059998,90.290001,80.425644,5363000
2017-03-08,90.019997,90.349998,89.760002,90.139999,80.292038,5503700
2017-03-09,90.139999,90.489998,90.099998,90.339996,80.470169,5587400
2017-03-10,90.800003,91.160004,90.650002,91.070000,81.120430,6797800
