,Date,Open,High,Low,Close,Adj Close,Volume
0,2016-01-04,75.440002,75.440002,75.440002,75.440002,68.81019599999999,100
1,2016-01-05,75.029999,75.029999,73.370003,73.58000200000001,67.113647,700
2,2016-01-06,74.209999,74.260002,74.199997,74.260002,67.73389399999999,300
3,2016-01-07,73.739998,73.739998,73.739998,73.739998,67.25959,100
4,2016-01-08,74.199997,74.199997,73.970001,73.970001,67.469391,400
5,2016-01-11,73.279999,73.279999,72.519997,72.519997,66.146812,400
6,2016-01-12,72.889999,72.889999,72.889999,72.889999,66.484291,4400
7,2016-01-13,72.279999,72.279999,71.57,71.57,65.280304,300
8,2016-01-14,71.57,71.57,71.57,71.57,65.280304,2500
9,2016-01-15,70.980003,71.040001,70.980003,71.040001,64.796883,200
10,2016-01-19,70.089996,70.089996,69.269997,69.269997,63.182418999999996,300
11,2016-01-20,70.07,70.07,68.93,69.66999799999999,63.547268,700
12,2016-01-21,71.510002,71.510002,71.510002,71.510002,65.225563,100
13,2016-01-22,71.510002,71.510002,71.510002,71.510002,65.225563,0
14,2016-01-25,74.58000200000001,75.160004,74.559998,74.849998,68.27205699999999,600
15,2016-01-26,74.959999,74.959999,74.959999,74.959999,68.37236800000001,100
16,2016-01-27,75.599998,75.599998,74.610001,74.610001,68.053139,1000
17,2016-01-28,75.760002,75.760002,75.760002,75.760002,69.102074,100
18,2016-01-29,76.589996,76.589996,76.589996,76.589996,69.859123,100
19,2016-02-01,76.589996,76.589996,76.589996,76.589996,69.859123,0
20,2016-02-02,74.910004,75.550003,74.900002,75.550003,68.91053000000001,300
21,2016-02-03,76.239998,76.75,76.239998,76.75,70.005074,300
22,2016-02-04,78.25,78.25,77.379997,77.379997,70.579689,600
23,2016-02-05,75.610001,75.610001,74.849998,74.849998,68.27205699999999,1000
24,2016-02-08,74.300003,74.370003,74.129997,74.370003,67.83422900000001,2500
25,2016-02-09,75.129997,75.129997,75.129997,75.129997,68.527451,8700
26,2016-02-10,74.199997,74.199997,74.199997,74.199997,67.67916899999999,100
27,2016-02-11,73.349998,73.349998,73.089996,73.089996,66.66671,300
28,2016-02-12,73.279999,73.279999,73.279999,73.279999,66.840027,600
29,2016-02-16,75.360001,75.360001,74.860001,74.860001,68.281174,200
30,2016-02-17,77.349998,77.349998,77.279999,77.279999,70.48850300000001,200
31,2016-02-18,77.279999,77.279999,77.279999,77.279999,70.48850300000001,0
32,2016-02-19,77.279999,77.279999,77.279999,77.279999,70.48850300000001,0
33,2016-02-22,77.279999,77.279999,77.279999,77.279999,70.48850300000001,0
34,2016-02-23,77.279999,77.279999,77.279999,77.279999,70.48850300000001,0
35,2016-02-24,77.279999,77.279999,77.279999,77.279999,70.48850300000001,0
36,2016-02-25,77.279999,77.279999,77.279999,77.279999,70.48850300000001,0
37,2016-02-26,77.279999,77.279999,77.279999,77.279999,70.48850300000001,0
38,2016-02-29,77.279999,77.279999,77.279999,77.279999,70.48850300000001,0
39,2016-03-01,77.279999,77.279999,77.279999,77.279999,70.48850300000001,0
40,2016-03-02,83.110001,83.110001,81.309998,81.860001,74.665977,3600
41,2016-03-03,82.57,82.57,82.57,82.57,75.313591,100
42,2016-03-04,82.300003,82.300003,82.300003,82.300003,75.067314,100
43,2016-03-07,84.510002,84.510002,84.510002,84.510002,77.083107,100
44,2016-03-08,84.510002,84.510002,84.510002,84.510002,77.083107,0
45,2016-03-09,84.510002,84.510002,84.510002,84.510002,77.083107,0
46,2016-03-10,84.510002,84.510002,84.510002,84.510002,77.083107,0
47,2016-03-11,84.230003,84.230003,84.230003,84.230003,77.117889,100
48,2016-03-14,84.519997,84.519997,84.519997,84.519997,77.383408,200
49,2016-03-15,84.519997,84.519997,84.519997,84.519997,77.383408,0
50,2016-03-16,84.959999,87.849998,84.959999,87.849998,80.43222800000001,1000
51,2016-03-17,87.849998,87.849998,87.849998,87.849998,80.43222800000001,0
52,2016-03-18,90.959999,90.959999,90.959999,90.959999,83.279648,1200
53,2016-03-21,90.959999,90.959999,90.959999,90.959999,83.279648,0
54,2016-03-22,88.970001,88.970001,88.970001,88.970001,81.45766400000001,9800
55,2016-03-23,88.379997,88.379997,87.860001,87.860001,80.441383,200
56,2016-03-24,87.470001,87.5,87.010002,87.5,80.111778,2200
57,2016-03-28,88.0,88.0,88.0,88.0,80.569565,100
58,2016-03-29,88.690002,88.690002,88.690002,88.690002,81.201309,300
59,2016-03-30,89.260002,89.260002,89.260002,89.260002,81.723175,100
60,2016-03-31,89.260002,89.260002,89.260002,89.260002,81.723175,0
61,2016-04-01,89.260002,89.260002,89.260002,89.260002,81.723175,0
62,2016-04-04,89.260002,89.260002,89.260002,89.260002,81.723175,0
63,2016-04-05,87.82,87.82,87.099998,87.099998,79.745544,300
64,2016-04-06,86.32,86.32,85.459999,85.459999,78.24404100000001,500
65,2016-04-07,85.459999,85.459999,85.459999,85.459999,78.24404100000001,0
66,2016-04-08,85.459999,85.459999,85.459999,85.459999,78.24404100000001,0
67,2016-04-11,85.459999,85.459999,85.459999,85.459999,78.24404100000001,0
68,2016-04-12,86.43,86.790001,86.43,86.790001,79.461739,200
69,2016-04-13,86.790001,86.790001,86.790001,86.790001,79.461739,0
70,2016-04-14,86.790001,86.790001,86.790001,86.790001,79.461739,0
71,2016-04-15,86.790001,86.790001,86.790001,86.790001,79.461739,0
72,2016-04-18,86.790001,86.790001,86.790001,86.790001,79.461739,0
73,2016-04-19,86.790001,86.790001,86.790001,86.790001,79.461739,0
74,2016-04-20,86.790001,86.790001,86.790001,86.790001,79.461739,0
75,2016-04-21,86.790001,86.790001,86.790001,86.790001,79.461739,0
76,2016-04-22,86.790001,86.790001,86.790001,86.790001,79.461739,0
77,2016-04-25,86.57,86.57,86.57,86.57,79.260315,100
78,2016-04-26,86.57,86.57,86.57,86.57,79.260315,0
79,2016-04-27,86.57,86.57,86.57,86.57,79.260315,0
80,2016-04-28,88.589996,88.589996,88.550003,88.550003,81.073135,1700
81,2016-04-29,88.550003,88.550003,88.550003,88.550003,81.073135,0
82,2016-05-02,88.550003,88.550003,88.550003,88.550003,81.073135,0
83,2016-05-03,88.550003,88.550003,88.550003,88.550003,81.073135,0
84,2016-05-04,88.550003,88.550003,88.550003,88.550003,81.073135,0
85,2016-05-05,88.550003,88.550003,88.550003,88.550003,81.073135,0
86,2016-05-06,88.550003,88.550003,88.550003,88.550003,81.073135,0
87,2016-05-09,88.550003,88.550003,88.550003,88.550003,81.073135,0
88,2016-05-10,88.550003,88.550003,88.550003,88.550003,81.073135,0
89,2016-05-11,88.550003,88.550003,88.550003,88.550003,81.073135,0
90,2016-05-12,88.550003,88.550003,88.550003,88.550003,81.073135,0
91,2016-05-13,88.550003,88.550003,88.550003,88.550003,81.073135,0
92,2016-05-16,86.75,87.449997,86.75,87.150002,79.79132800000001,6200
93,2016-05-17,85.739998,85.769997,85.41999799999999,85.769997,78.527847,4500
94,2016-05-18,85.769997,85.769997,85.769997,85.769997,78.527847,0
95,2016-05-19,85.769997,85.769997,85.769997,85.769997,78.527847,0
96,2016-05-20,85.769997,85.769997,85.769997,85.769997,78.527847,0
97,2016-05-23,85.769997,85.769997,85.769997,85.769997,78.527847,0
98,2016-05-24,85.769997,85.769997,85.769997,85.769997,78.527847,2500
